345,Conference for the International Simulation and Gaming Association,ISAGA,CORE2018,C,No,0802,,
346,Conference in Uncertainty in Artificial Intelligence,UAI,CORE2018,A*,Yes,0801,,
348,Conference of the Association for Machine Translation in the Americas,AMTA,CORE2018,B,No,0801,,
349,Conference of the Association of Asian-Pacific Operational Research Societies,APORS,CORE2018,C,No,0802,,
351,Conference of the Commission Internationale pour l'Etude et l'Amelioration de l'Enseignement des Mathematiques,CIEAEM,CORE2018,C,No,0802,,
352,Conference of the European Association for Machine Translation,EAMT,CORE2018,B,No,0801,,
353,Conference of the International Society for Decision Support Systems,ISDSS,CORE2018,C,No,0801,,
354,Conference of the Pacific Association for Computational Linguistics,PACLING,CORE2018,B,No,0801,,
355,Conference on Agile Software Development,Agile,CORE2018,B,No,0803,,
356,Conference on Algorithmic Aspects in Information and Management,AAIM,CORE2018,C,Yes,0806,,
357,Conference on Algorithms and Hardware for Parallel Processing,CONPAR,CORE2018,C,No,0805,,
358,Conference on Analysis of Algorithms,AofA,CORE2018,B,No,0802,,
359,Conference on Artificial Intelligence for Applications,CAIA,CORE2018,B,No,0801,,
360,Conference on Artificial Neural Networks and Expert systems,ANNES,CORE2018,C,No,0801,,
361,Conference on Combinatorial Optimization and Applications,COCOA,CORE2018,B,No,0802,,
362,"Conference on Computers, Freedom, and Privacy",CFP,CORE2018,C,No,0803,,
364,"Conference on Discrete Mathematics, Algebra and their Application",DIMA,CORE2018,C,No,0802,,
1839,Conference on File and Storage Technologies,FAST,CORE2018,A,No,0804,,
365,Conference on Fun with Algorithms,FUN,CORE2018,B,No,0802,,
366,Conference on Graph Theory and Discrete Geometry,CGTDG,CORE2018,C,No,0802,,
367,"Conference on Information Science, Technology and Management",CISTM,CORE2018,B,No,0806,,
368,Conference on Information Sciences and Systems,CISS,CORE2018,C,No,0806,,
2201,"Conference on Innovation in Clouds, Internet and Networks",ICIN,CORE2018,Unranked,No,1005,,
369,Conference on Innovative Data Systems Research,CIDR,CORE2018,A,No,0806,,
370,Conference on Integer Programming and Combinatorial Optimization,IPCO,CORE2018,A,No,0802,,
1245,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,CORE2018,A,No,0802,,
371,Conference on Natural Language Learning,CoNLL,CORE2018,A,No,0801,,
372,Conference on Office Information Systems,SIGOA,CORE2018,C,No,0806,,
375,"Conference on Orders, Algorithms and Applications",Ordal,CORE2018,C,No,0802,,
377,Conference on RFID Security,RFIDSec,CORE2018,C,No,0803,,
378,Conference on Security and Cryptography for Networks,SCN,CORE2018,B,No,0803,,
379,Conference on Security in Network Architectures and Information Systems,SAR-SSI,CORE2018,C,No,0803,,
380,"Conference on Software Engineering Education and Training (previously Conference is Software Engineering Education, CSEE, changed in 1997)",CSEE&T,CORE2018,C,No,08,09,
381,Conference on Software in Telecommunications and Computer Networks,SOFTCOM,CORE2018,B   ,Yes,1006,,
384,Conference on Theory and Applications of Models of Computation,TAMC,CORE2018,B,No,0802,,
385,Conference on Visualization and Data Analysis,VDA,CORE2018,C,No,0801,,
389,Constraint Databases and Applications,CDB,CORE2018,C,No,0804,,
390,Constraint Programming Day,CPD,CORE2018,C,No,0802,,
398,"Cooperative Design, Visualization, and Engineering",CDVE,CORE2018,C,No,0801,,
400,Coordinated and Multiple Views in Exploratory Visualization,CMV,CORE2018,C,No,0801,,
402,Cryptography Policy and Algorithms Conference,CryPAC,CORE2018,C,No,0804,,
404,Cultural Attitudes towards Technology and Communications,CATAC,CORE2018,B,No,0806,,
405,Cultural Heritage Knowledge Visualisation,CHKV,CORE2018,C,No,0801,,
407,Current Trends in Theory and Practice of Computer Science,SOFSEM,CORE2018,B,No,08,,
408,Data Compression Conference,DCC,CORE2018,A*,Yes,0804,,
409,Data Semantics in Web Information Systems,DASWIS,CORE2018,C,No,0806,,
410,Data Warehousing and Knowledge Discovery,DaWaK,CORE2018,B,No,0804,,
412,Databases and Programming Language,DBPL,CORE2018,B,Yes,0804,,
2004,Deductive and Object-Oriented Databases,DOOD,CORE2018,A,No,0806,,
414,Design and Aesthetics in Visualisation,DAViz,CORE2018,C,No,0801,,
416,Design and Management of Data Warehouses,DMDW,CORE2018,C,No,0804,,
1996,Design Automation Conf,DAC,CORE2018,A,No,,,
418,Design for User Experience,DUX,CORE2018,B,Yes,0806,1203,
421,"Design, Automation and Test in Europe Conference",DATE,CORE2018,B,Yes,1005,,
422,Designing Interactive Systems,DIS,CORE2018,B,Yes,0806,1203,
2177,Developments in eSystems Engineering,DeSE,CORE2018,C,No,0803,0806,0802
425,Developments in Language Theory,DLT,CORE2018,B,No,0802,,
2009,Diagnostics ,DX ,CORE2018,B,No,,,
426,Digital Arts and Culture,DAC,CORE2018,C,Yes,0806,,
1997,Digital Audio Effects Conference,DAFX,CORE2018,B,No,,,
427,Digital Games Research Conference,DIGRA,CORE2018,C,Yes,0806,,
428,Digital Image Computing Techniques and Applications,DICTA,CORE2018,Australasian,No,0801,,
429,DIMACS Workshop on Intrinsic Complexity of Computation,DIMACS Intrinsic,CORE2018,C,No,0802,,
430,Discourse Anaphora and Anaphor Resolution Colloquium,DAARC,CORE2018,C,No,0801,,
2191,Discovery Science,DS,CORE2018,Unranked,No,0801,0806,0802
431,Discrete and Algorithmic Geometry,DAG,CORE2018,C,No,0802,,
432,"Discrete Models: Combinatorics, Computation and Geometry",DM-CCG,CORE2018,C,No,0802,,
433,Distributed Communities on the Web Workshop,Dcw,CORE2018,C,No,0806,,
