id,title,source,rank,has changed?,for1,for2,for3,ISSN1,ISSN2,ISSN3,ISSN4
302,International Journal of Computational Geometry and Applications,CORE2020,B,No,0802,,,0218-1959,1793-6357,,
247,International Journal of Computational Intelligence,CORE2020,C,No,0801,1702,,1304-4508,1304-2386,,
143,International Journal of Computational Intelligence and Applications,CORE2020,B,Yes,0801,,,1469-0268,1757-5885,,
248,International Journal of Computational Intelligence Research,CORE2020,C,No,0801,,,0973-1873,0974-1259,,
87,International Journal of Computational Mathematics and Numerical Simulation,CORE2020,C,No,0802,0101,,0973-581X,,,
321,International Journal of Computational Methods,CORE2020,C,No,0802,0906,0103,0219-8762,1793-6969,,
52,International Journal of Computer and Information Science and Engineering,CORE2020,C,No,08,,,1307-4164,,,
804,International Journal of Computer Applications in Technology,CORE2020,C,No,0899,,,0952-8091,1741-5047,,
103,International Journal of Computer Mathematics,CORE2020,C,No,0802,0102,,0020-7160,1029-0265,1026-7425,
845,International journal of Computer Networks and Communications,CORE2020,C,No,0803,1005,0805,0974-9322,0975-2293,,
435,International Journal of Computer Processing of Oriental Languages,CORE2020,C,No,0804,2003,,0219-4279,1793-6748,0715-9048,
249,International Journal of Computer Science and Engineering,CORE2020,C,No,0801,0906,,1307-3699,,,
322,International Journal of Computer Science and Network Security,CORE2020,C,No,0802,,,1738-7906,,,
144,International Journal of Computer Vision,CORE2020,A*,Yes,0801,,,0920-5691,1573-1405,,
481,International Journal of Computers and Applications,CORE2020,C,No,0805,1702,,1206-212X,1206-2138,0702-0481,
395,International Journal of Computers and Their Applications,CORE2020,C,No,0803,0805,1702,1076-5204,,,
323,International Journal of Computing Science and Mathematics,CORE2020,C,No,0802,,,1752-5055,1752-5063,,
580,International Journal of Cooperative Information Systems,CORE2020,C,No,0806,1702,,0218-8430,1793-6365,0218-2157,
338,International Journal of Critical Infrastructure Protection,CORE2020,Not ranked,No,0802,,,1874-5482,,,
123,International Journal of Data Mining and Bioinformatics,CORE2020,C,No,0899,0601,,1748-5673,1748-5681,,
250,International Journal of Data Warehousing and Mining,CORE2020,C,No,0801,0804,0806,1548-3924,1548-3932,,
627,International Journal of Digital Earth: a new journal for a new vision,CORE2020,B,Yes,0806,,,1753-8947,,,
482,International Journal of Distributed Sensor Networks,CORE2020,C,No,0805,1702,,1550-1329,1550-1477,,
581,International Journal of e-Business Research,CORE2020,C,No,0806,,,1548-1131,1548-114X,,
542,International Journal of e-Collaboration,CORE2020,B,No,0806,,,1548-3673,1548-3681,,
509,International Journal of Electronic Commerce,CORE2020,A,No,0806,1503,,1086-4415,1557-9301,,
806,International Journal of Electronic Security and Digital Forensics,CORE2020,C,No,0899,,,1751-911X,1751-9128,,
582,International Journal of Enterprise Information Systems,CORE2020,C,No,0806,,,1548-1115,1548-1123,,
303,International Journal of Foundations of Computer Science,CORE2020,B,No,0802,,,0129-0541,1793-6373,,
280,International Journal of Functional Informatics and Personalised Medicine,CORE2020,Not ranked,No,0801,,,1756-2104,1756-2112,,
324,International Journal of Fuzzy Systems,CORE2020,C,No,0802,0102,,1562-2479,,,
251,International Journal of General Systems,CORE2020,C,No,0801,0802,,0308-1079,1026-7492,1563-5104,
510,International Journal of Geographical Information Science,CORE2020,A,No,0806,0406,0909,1365-8816,1365-8824,0269-3798,
464,International Journal of Grid and Utility Computing,CORE2020,B,No,0805,,,1741-847X,1741-8488,,
738,International Journal of Healthcare Information Systems and Informatics,CORE2020,C,No,0807,0806,,1555-3396,1555-340X,,
465,International Journal of High Performance Computing and Networking,CORE2020,B,No,0805,,,1740-0562,1740-0570,,
466,International Journal of High Performance Computing Applications,CORE2020,B,No,0805,,,1094-3420,1741-2846,1078-3482,
583,International Journal of High Performance Systems Architecture,CORE2020,C,No,0806,0803,0805,1751-6528,1751-6536,,
483,International Journal of High Speed Computing,CORE2020,C,No,0805,,,0129-0533,,,
584,International Journal of Human Factors Modelling and Simulation,CORE2020,C,No,0806,1106,,1742-5549,1742-5557,,
43,International Journal of Human-Computer Interaction,CORE2020,B,No,08,16,,1044-7318,1532-7590,,
861,International Journal of Human-Computer Studies,CORE2020,A,No,0806,1702,1701,1071-5819,1095-9300,1042-8143,
839,International Journal of Humanoid Robotics,CORE2020,C,No,0801,0913,0906,0219-8436,1793-6942,,
252,International Journal of Hybrid Intelligent Systems,CORE2020,C,No,0801,1702,,1448-5869,1875-8819,,
253,International Journal of Image and Graphics,CORE2020,C,No,0801,,,0219-4678,1793-6756,,
197,International Journal of Imaging Systems and Technology,CORE2020,B,No,0801,,,0899-9457,1098-1098,,
53,International Journal of Information and Communication Technology,CORE2020,C,No,08,,,1466-6642,1741-8070,,
585,International Journal of Information and Computer Security,CORE2020,C,No,0806,,,1744-1765,1744-1773,,
628,International Journal of Information and Decision Sciences,CORE2020,Not ranked,No,0806,,,1756-7017,1756-7025,,
586,International Journal of Information and Systems Sciences,CORE2020,C,No,0806,0801,0804,1708-296X,,,
739,International Journal of Information Management,CORE2020,not primarily CS,Yes,0807,0806,,0268-4012,1873-4707,,
436,International Journal of Information Quality,CORE2020,C,No,0804,,,1751-0457,1751-0465,,
587,International Journal of Information Security,CORE2020,C,No,0806,1503,0804,1615-5262,1615-5270,,
588,International Journal of Information Security and Privacy,CORE2020,C,No,0806,,,1930-1650,1930-1669,,
629,International Journal of Information Systems and Supply Chain Management,CORE2020,Not ranked,No,0806,,,1935-5726,1935-5734,,
55,International Journal of Information Technology,CORE2020,C,No,08,17,,1305-239X,1305-2403,,
254,International Journal of Information Technology and Decision Making,CORE2020,C,No,0801,1503,,0219-6220,1793-6845,,
589,International Journal of Information Technology and Management,CORE2020,C,No,0806,,,1461-4111,1741-5179,,
630,International Journal of Information Technology and the Systems Approach,CORE2020,Not ranked,No,0806,,,1935-570X,1935-5718,,
484,International Journal of Information Technology and Web Engineering,CORE2020,C,No,0805,0806,,1554-1045,1554-1053,,
255,International Journal of Innovative Computing and Applications,CORE2020,C,No,0801,,,1751-648X,1751-6498,,
850,International Journal of Intelligent Defence Support Systems,CORE2020,Not ranked,No,0806,1099,,1755-1587,1755-1595,,
256,International Journal of Intelligent Information and Database Systems,CORE2020,C,No,0801,0804,,1751-5858,1751-5866,,
56,International Journal of Intelligent Information Technologies,CORE2020,C,No,08,,,1548-3657,1548-3665,,
198,International Journal of Intelligent Systems,CORE2020,B,No,0801,1702,,0884-8173,1098-111X,,
838,International Journal of Intelligent Systems Technologies and Applications,CORE2020,B,No,0801,0906,0803,1740-8865,1740-8873,,
257,International Journal of Intelligent Technology,CORE2020,C,No,0801,1702,,1305-6417,,,
485,International Journal of Internet and Enterprise Management,CORE2020,C,No,0805,0806,,1476-1300,1741-5330,,
486,International Journal of Internet Protocol Technology,CORE2020,C,No,0805,,,1743-8209,1743-8217,,
437,International Journal of Internet Technology and Secured Transactions,CORE2020,C,No,0804,0805,,1748-569X,1748-5703,,
590,International Journal of Interoperability in Business Information Systems,CORE2020,C,No,0806,,,1862-6378,,,
591,International Journal of IT Standards and Standardization Research,CORE2020,C,No,0806,,,1539-3062,1539-3054,,
740,International Journal of Knowledge and Learning,CORE2020,not primarily CS,Yes,0807,,,1741-1009,1741-1017,,
438,International Journal of Knowledge Management,CORE2020,C,No,0804,0806,,1548-0666,1548-0658,,
592,International Journal of Knowledge Management Studies,CORE2020,C,No,0806,1702,,1743-8268,1743-8276,,
811,International Journal of Law and Information Technology,CORE2020,not primarily CS,Yes,0899,1801,1702,0967-0769,1464-3693,,
594,International Journal of Man-Machine Studies,CORE2020,C,No,0806,,,0020-7373,,,
593,International Journal of Management and Systems,CORE2020,C,No,0806,,,0970-7328,,,
631,International Journal of Medical Engineering and Informatics,CORE2020,Not ranked,No,0806,0903,,1755-0653,1755-0661,,
644,International Journal of Medical Informatics,CORE2020,A,No,0807,0903,0806,1386-5056,1872-8243,,
439,International Journal of Metadata Semantics and Ontologies,CORE2020,C,No,0804,,,1744-2621,1744-263X,,
487,International Journal of Mobile Communications,CORE2020,C,No,0805,,,1470-949X,1741-5217,,
488,International Journal of Mobile Network Design and Innovation,CORE2020,C,No,0805,1005,,1744-2869,1744-2850,,
325,International Journal of Modelling and Simulation,CORE2020,C,No,0802,0803,1702,0228-6203,,,
258,"International Journal of Modelling, Identification and Control",CORE2020,C,No,0801,,,1746-6172,1746-6180,,
846,International Journal of Network Management,CORE2020,C,No,0805,1005,,1055-7148,1099-1190,,
199,International Journal of Neural Systems,CORE2020,B,No,0801,1702,,0129-0657,1793-6462,,
452,International Journal of Parallel Programming,CORE2020,B,Yes,0805,,,0885-7458,1573-7640,0091-7036,
304,"International Journal of Parallel, Emergent and Distributed Systems",CORE2020,B,No,0802,0805,1702,1744-5760,1744-5779,1063-7192,
200,International Journal of Pattern Recognition and Artificial Intelligence,CORE2020,B,No,0801,1702,,0218-0014,1793-6381,,
489,International Journal of Pervasive Computing and Communications,CORE2020,C,No,0805,1702,,1742-7371,1742-738X,,
57,International Journal of Quantum Information,CORE2020,C,No,08,02,01,0219-7499,1793-6918,,
396,International Journal of Reliability and Applications,CORE2020,C,No,0803,,,1598-0073,,,
836,International Journal of Robotics Research,CORE2020,A*,No,0801,0913,0906,0278-3649,1741-3176,,
847,International Journal of Satellite Communications and Networking,CORE2020,C,No,0805,0906,1005,1542-0973,1542-0981,0737-2884,
490,International Journal of Security and Networks,CORE2020,C,No,0805,,,1747-8405,1747-8413,,
544,International Journal of Semantic Computing,CORE2020,B,No,0806,,,1793-351X,1793-7108,,
326,International Journal of Simulation and Process Modelling,CORE2020,C,No,0802,1503,1702,1740-2123,1740-2131,,
491,International Journal of Smart Home,CORE2020,C,No,0805,,,1975-4094,,,
632,International Journal of Social Humanistic Computing,CORE2020,Not ranked,No,0806,,,1752-6124,1752-6132,,
201,International Journal of Software Engineering and Knowledge Engineering,CORE2020,B,No,0801,0803,,0218-1940,1793-6403,,
259,International Journal of Systems Science,CORE2020,C,No,0801,1702,,0020-7721,1464-5319,,
741,International Journal of Technology and Human Interaction,CORE2020,C,No,0807,0806,,1548-3908,1548-3916,,
742,"International Journal of Technology, Knowledge and Society",CORE2020,not primarily CS,Yes,0807,,,1832-3669,,,
260,"International Journal of Uncertainty, Fuzziness and Knowledge Based Systems",CORE2020,C,No,0801,,,0218-4885,1793-6411,,
412,International Journal of Virtual Technology and Multimedia,CORE2020,Not ranked,No,0803,0806,0801,1741-1874,1741-1882,,
18,"International Journal of Wavelets, Multiresolution and Information Processing",CORE2020,C,No,08,01,,0219-6913,1793-690X,,
492,International Journal of Web and Grid Services,CORE2020,C,No,0805,,,1741-1106,1741-1114,,
595,International Journal of Web Based Communities,CORE2020,C,No,0806,,,1477-8394,1741-8216,,
397,International Journal of Web Engineering and Technology,CORE2020,C,No,0803,,,1476-1289,1741-9212,,
398,International Journal of Web Information Systems,CORE2020,C,No,0803,0806,,1744-0084,1744-0092,,
596,International Journal of Web Services Research,CORE2020,C,No,0806,,,1545-7362,1546-5004,,
493,International Journal of Wireless and Mobile Computing,CORE2020,C,No,0805,1702,,1741-1084,1741-1092,,
261,International Journal on Artificial Intelligence Tools,CORE2020,C,No,0801,1702,,0218-2130,1793-6349,,
682,International Journal on Digital Libraries,CORE2020,B,No,0807,,,1432-5012,1432-1300,,
426,International Journal on Semantic Web and Information Systems,CORE2020,B,No,0804,0806,1702,1552-6283,,,
373,International Journal on Software Tools for Technology Transfer,CORE2020,B,No,0803,,,0945-8115,1433-2787,,
597,International Review of Information Ethics,CORE2020,C,No,0806,2201,1702,1614-1687,,,
856,International Technology Management Review,CORE2020,B,No,0806,1503,,1835-5269,,,
104,International Transactions in Operational Research,CORE2020,C,No,0806,0102,1503,0969-6016,1475-3995,,
684,Internet Research,CORE2020,Not primarily CS,Yes,0807,0805,0806,1066-2243,,,
743,Issues in Informing Science and Information Technology,CORE2020,not primarily CS,Yes,0807,,,1547-5859,1547-5840,,
599,JITTA: an information systems journal,CORE2020,C,No,0806,,,1532-4516,1552-6496,,
262,Journal of Advanced Computational Intelligence and Intelligent Informatics,CORE2020,C,No,0801,0806,,1343-0130,1883-8014,,
327,Journal of Algorithms and Computational Technology,CORE2020,C,No,0802,,,1748-3018,1748-3026,,
19,Journal of Applied Mathematics and Computing,CORE2020,C,No,08,01,,1598-5865,1865-2085,1229-9502,
305,Journal of Applied Non Classical Logics,CORE2020,B,No,0802,1702,2202,1166-3081,1958-5780,0102-3411,
600,Journal of Applied Systems Studies: methodologies and applications for systems approaches,CORE2020,C,No,0806,1702,,1466-7738,,,
263,Journal of Artificial Evolution and Applications,CORE2020,C,No,0801,,,1687-6229,,,
145,Journal of Artificial Intelligence Research,CORE2020,A,No,0801,0102,,1076-9757,1943-5037,,
328,"Journal of Automata, Languages and Combinatorics",CORE2020,C,No,0802,1702,,1430-189X,0863-0593,,
146,Journal of Automated Reasoning,CORE2020,A,No,0801,1702,,0168-7433,1573-0670,,
440,Journal of Autonomic and Trusted Computing,CORE2020,C,No,0804,1702,,1556-6587,1556-6595,,
601,Journal of Cases on Information Technology,CORE2020,C,No,0806,,,1548-7717,1548-7725,1098-8580,
264,Journal of Cellular Automata,CORE2020,C,No,0801,0102,,1557-5969,1557-5977,,
74,Journal of Combinatorial Designs,CORE2020,not primarily CS,Yes,0802,0101,,1063-8539,1520-6610,,
88,Journal of Combinatorial Mathematics and Combinatorial Computing,CORE2020,C,No,0802,0101,,0835-3026,,,
89,Journal of Combinatorics,CORE2020,C,No,0802,0101,,1097-1440,1077-8926,,
295,Journal of Computer and System Sciences,CORE2020,A*,No,0802,,,0022-0000,1090-2724,,
602,Journal of Computer and Systems Sciences International,CORE2020,C,No,0806,,,1064-2307,1531-8478,,
785,Journal of Computer Assisted Learning,CORE2020,not primarily CS,Yes,0899,1303,1702,0266-4909,1365-2729,,
512,Journal of Computer Information Systems,CORE2020,B,Yes,0806,1503,,0887-4417,0022-0310,,
44,Journal of Computer Science and Technology,CORE2020,B,No,08,,,1000-9000,1860-4749,,
375,Journal of Computer Security,CORE2020,B,No,0803,,,0926-227X,1875-8924,,
58,Journal of Computers,CORE2020,C,No,08,,,1796-203X,,,
59,Journal of Computing and Information Technology,CORE2020,C,No,08,,,1330-1136,,,
441,Journal of Conceptual Modeling,CORE2020,C,No,0804,1702,,1533-3825,,,
417,Journal of Cryptology,CORE2020,A*,No,0804,0101,0103,0933-2790,1432-1378,,
427,Journal of Database Management,CORE2020,B,No,0804,0806,,1063-8016,1533-8010,,
603,Journal of Decision Systems,CORE2020,C,No,0806,1702,,1246-0125,1166-8636,,
746,Journal of Digital Information Management,CORE2020,C,No,0807,,,0972-7272,,,
90,Journal of Discrete Mathematical Sciences and Cryptography,CORE2020,C,No,0802,0101,,0972-0529,,,
645,Journal of Documentation,CORE2020,Not primarily CS,Yes,0807,,,0022-0418,1758-7379,,
816,Journal of Educational Computing Research,CORE2020,C,No,0899,1303,,0735-6331,1541-4140,,
604,Journal of Electronic Commerce Research,CORE2020,C,No,0806,,,1526-6133,,,
265,Journal of Electronic Imaging,CORE2020,C,No,0801,,,1017-9909,,,
75,Journal of Experimental Algorithmics,CORE2020,A,No,0802,0102,0101,1084-6654,,,
266,Journal of Experimental and Theoretical Artificial Intelligence,CORE2020,C,No,0801,1702,,0952-813X,1362-3079,,
832,Journal of Field Robotics,CORE2020,A,No,0801,0913,0906,1556-4959,1556-4967,0741-2223,
376,Journal of Functional and Logic Programming,CORE2020,B,No,0803,,,1080-5230,,,
106,Journal of Functional Programming,CORE2020,A,No,0803,0102,0103,0956-7968,1469-7653,,
546,Journal of Global Information Technology Management,CORE2020,B,No,0806,,,1097-198X,,,
76,Journal of Graph Theory,CORE2020,A,No,0802,0101,,0364-9024,1097-0118,,
467,Journal of Grid Computing,CORE2020,B,No,0805,,,1570-7873,1572-9184,,
84,Journal of Group Theory,CORE2020,B,No,0802,0101,,1433-5883,1435-4446,,
107,Journal of Heuristics,CORE2020,B,Yes,0802,0102,0103,1381-1231,1572-9397,,
605,Journal of Informatics Education and Research,CORE2020,C,No,0806,,,1526-4726,1075-8909,,
606,Journal of Information and Knowledge Management,CORE2020,C,No,0806,1702,,0219-6492,1793-6926,,
329,Journal of Information and Optimization Sciences,CORE2020,C,No,0802,0803,0102,0252-2667,,,
607,Journal of Information Information Technology and Organizations,CORE2020,C,No,0806,,,1557-1319,1557-1327,,
60,Journal of Information Processing,CORE2020,C,No,08,,,0387-5806,,,
647,Journal of Information Science,CORE2020,Not primarily CS,Yes,0807,,,0165-5515,1741-6485,,
61,Journal of Information Science and Engineering,CORE2020,C,No,08,09,,1016-2364,,,
608,Journal of Information Science and Technology,CORE2020,C,No,0806,,,1545-0287,,,
818,Journal of Information System Security,CORE2020,C,No,0899,,,1551-0123,1551-0808,,
609,Journal of Information Systems and Small Business,CORE2020,C,No,0806,,,1834-2949,1834-2957,,
610,Journal of Information Systems and Technology Management,CORE2020,C,No,0806,1503,,1807-1775,,,
523,Journal of Information Technology,CORE2020,A*,No,0806,1702,,0268-3962,1466-4437,,
611,Journal of Information Technology Case and Application Research,CORE2020,C,No,0806,,,1522-8053,,,
399,Journal of Information Technology in Agriculture,CORE2020,C,No,0803,0806,,1546-959X,,,
822,Journal of Information Warfare,CORE2020,C,No,0899,,,1445-3312,1445-3347,,
648,Journal of Informetrics,CORE2020,A,No,0807,,,1751-1577,1875-5879,,
267,Journal of Intelligent and Fuzzy Systems,CORE2020,C,No,0801,1702,,1064-1246,1875-8967,,
268,Journal of Intelligent and Robotic Systems: theory and applications,CORE2020,C,No,0801,1702,,0921-0296,1573-0409,,
269,Journal of Intelligent Information Systems,CORE2020,C,No,0801,0804,,0925-9902,1573-7675,,
202,Journal of Intelligent Systems,CORE2020,B,No,0801,1702,,0334-1860,,,
468,Journal of Interconnection Networks,CORE2020,B,No,0805,1702,,0219-2659,,,
613,Journal of International Technology and Information Management,CORE2020,C,No,0806,,,1543-5962,1941-6679,,
495,Journal of Internet Technology,CORE2020,C,No,0805,,,1607-9264,,,
689,Journal of Knowledge Management,CORE2020,not primarily CS,Yes,0807,0806,,1367-3270,1758-7484,,
840,Journal of Location Based Services,CORE2020,C,No,0805,0909,0806,1748-9725,1748-9733,,
289,Journal of Logic and Computation,CORE2020,B,Yes,0802,0101,0103,0955-792X,1465-363X,,
80,Journal of Logical and Algebraic Methods in Programming (pre 2014 wasThe Journal of Logic and Algebraic Programming),CORE2020,B,Yes,0802,0102,0101,2352-2208,,,
147,Journal of Machine Learning Research,CORE2020,A*,Yes,0801,1702,,1532-4435,,,
105,Journal of Mathematical Cryptology,CORE2020,C,No,0804,0102,,1862-2976,1862-2984,,
96,Journal of Mathematical Imaging and Vision,CORE2020,B,No,0801,0102,0802,0924-9907,1573-7683,,
615,Journal of Medical Systems,CORE2020,C,No,0806,,,0148-5598,1573-689X,,
496,Journal of Mobile Multimedia,CORE2020,C,No,0805,1005,,1550-4646,1550-4654,,
120,Journal of Molecular Graphics and Modelling,CORE2020,C,No,0803,0601,0307,1093-3263,1873-4243,0263-7855,
400,Journal of Multimedia,CORE2020,C,No,0803,,,1796-2048,,,
401,Journal of Multiple-Valued Logic and Soft Computing,CORE2020,C,No,0803,0801,0102,1542-3980,1542-3999,1023-6627,
787,Journal of Network and Computer Applications,CORE2020,A,No,0899,,,1084-8045,1095-8592,,
469,Journal of Network and Systems Management,CORE2020,B,No,0805,,,1064-7570,1573-7705,,
377,Journal of Object Technology,CORE2020,B,No,0803,,,1660-1769,,,
547,Journal of Organizational and End User Computing: the international journal of information user management,CORE2020,B,No,0806,1503,1702,1546-2234,1546-5012,1063-2239,
513,Journal of Organizational Computing and Electronic Commerce,CORE2020,B,Yes,0806,1503,,1091-9392,1532-7744,,
460,Journal of Parallel and Distributed Computing,CORE2020,A,Yes,0805,,,0743-7315,1096-0848,,
402,Journal of Programming Languages,CORE2020,C,No,0803,,,0963-9306,,,
270,Journal of Robotics and Mechatronics,CORE2020,C,No,0801,0913,,0915-3942,1883-8049,,
330,"Journal of Satisfiability, Boolean Modeling and Computation",CORE2020,C,No,0802,,,1574-0617,,,
97,Journal of Scientific Computing,CORE2020,B,No,0802,0103,0102,0885-7474,1573-7691,,
331,Journal of Simulation,CORE2020,C,No,0802,0102,,1747-7778,1747-7786,,
378,Journal of Software,CORE2020,B,No,0803,,,1796-217X,,,
403,Journal of Software Engineering,CORE2020,C,No,0803,,,1819-4311,,,
413,Journal of Software Engineering and Applications,CORE2020,Not ranked,No,0803,,,1945-3116,1945-3124,,
379,Journal of Software: Evolution and Process (was Journal of Software Maintenance and Evolution: research and practice),CORE2020,B,No,0803,0806,,1532-060X,1532-0618,1040-550X,
470,Journal of Supercomputing,CORE2020,B,No,0805,,,0920-8542,1573-0484,,
92,Journal of Symbolic Computation,CORE2020,not primarily CS,Yes,0802,0103,0102,0747-7171,1095-855X,,
616,Journal of Systems and Information Technology,CORE2020,C,No,0806,1702,,1328-7265,,,
351,Journal of Systems and Software,CORE2020,A,No,0803,0806,,0164-1212,1873-1228,,
380,Journal of Systems Architecture,CORE2020,B,No,0803,,,1383-7621,1873-6165,,
497,Journal of Telecommunications and Information Technology,CORE2020,C,No,0805,,,1509-4553,1640-1549,,
33,Journal of the ACM,CORE2020,A*,No,08,,,0004-5411,1557-735X,,
693,Journal of the American Medical Informatics Association,CORE2020,A,Yes,0807,0903,,1067-5027,1527-974X,,
662,Journal of the Association for Information Science and Technology (was Journal of the American Society for Information Science and Technology),CORE2020,A*,No,0807,,,2330-1635,2330-1643,0002-8231,
514,Journal of the Association of Information Systems,CORE2020,not primarily CS,Yes,0806,1503,,1536-9323,,,
62,Journal of the Brazilian Computer Society,CORE2020,C,No,08,,,0104-6500,0101-0883,,
117,Journal of the Japanese Society of Computational Statistics,CORE2020,C,No,0802,0104,,0915-2350,,,
6,Journal of the Operational Research Society,CORE2020,B,Yes,08,01,15,0160-5682,1476-9360,,
63,Journal of Theoretical and Applied Information Technology,CORE2020,C,No,08,,,1992-8645,1817-3195,,
404,Journal of Ubiquitous Computing and Intelligence,CORE2020,C,No,0803,0805,0801,1555-1326,1555-1334,,
21,Journal of Universal Computer Science,CORE2020,C,No,08,01,,0948-695X,,,
405,Journal of Virtual Reality and Broadcasting,CORE2020,C,No,0803,0801,0806,1860-2037,,,
306,Journal of Visualization,CORE2020,B,No,0802,,,1343-8875,1875-8975,,
442,Journal of Web Semantics,CORE2020,C,No,0804,,,1570-8268,1873-7749,,
548,Knowledge and Information Systems,CORE2020,B,No,0806,1503,,0219-1377,0219-3116,,
203,Knowledge Engineering Review,CORE2020,B,No,0801,1702,,0269-8889,1469-8005,,
549,Knowledge Management Research and Practice,CORE2020,B,No,0806,1702,,1477-8238,1477-8246,,
550,Knowledge-Based Systems,CORE2020,B,No,0806,1503,1702,0950-7051,1872-7409,,
428,Language Resources and Evaluation,CORE2020,B,No,0804,1702,,1574-020X,1574-0218,0010-4817,
700,Library Resources and Technical Services,CORE2020,B,No,0807,,,1091-9066,,,
936,Logical Methods in Computer Science,CORE2020,A,No,0802,0101,,1860-5974,,,
271,Machine Graphics and Vision: international journal,CORE2020,C,No,0801,0802,1702,1230-0535,,,
169,Machine Learning,CORE2020,A,Yes,0801,1702,,0885-6125,1573-0565,,
205,Machine Translation,CORE2020,B,No,0801,0804,1702,0922-6567,1573-0573,0884-0709,
206,Machine Vision and Applications: an international journal,CORE2020,B,No,0801,0802,1702,0932-8092,1432-1769,,
762,Malaysian Journal of Computer Science,CORE2020,C,No,0807,,,0127-9084,,,
332,Mathematical and Computer Modeling of Dynamical Systems,CORE2020,C,No,0802,1702,,1387-3954,1744-5051,,
98,Mathematical and Computer Modelling,CORE2020,B,No,0802,0103,0102,0895-7177,1872-9479,,
99,Mathematical Methods of Operations Research,CORE2020,B,No,0802,0103,0102,1432-2994,1432-5217,,
333,Mathematical Structures in Computer Science,CORE2020,C,No,0802,,,0960-1295,1469-8072,,
119,Mathematics and Computers in Simulation,CORE2020,B,No,0802,0103,0201,0378-4754,1872-7166,,
25,Mathematics in Computer Science,CORE2020,C,No,08,01,,1661-8270,1661-8289,,
93,Mathematics of Operations Research,CORE2020,A,Yes,0802,0103,0102,0364-765X,1526-5471,,
115,Methodology and Computing in Applied Probability,CORE2020,B,No,0802,0104,0103,1387-5841,1573-7713,,
148,"Minds and Machines: journal for artificial intelligence, philosophy and cognitive sciences",CORE2020,B,Yes,0801,2203,1702,0924-6495,1572-8641,,
526,MIS Quarterly,CORE2020,A*,No,0806,,,0276-7783,,,
515,MIS Quarterly Executive: a research journal dedicated to improving practice,CORE2020,Not primarily CS,Yes,0806,1503,,1540-1960,1540-1979,,
498,Mobile Information Systems,CORE2020,C,No,0805,0806,,1574-017X,1875-905X,,
112,Moscow University Computational Mathematics and Cybernetics,CORE2020,C,No,0802,0103,,0278-6419,1934-8428,0137-0782,
207,Multiagent and Grid Systems,CORE2020,B,No,0801,1702,,1574-1702,1875-9076,,
381,Multimedia Systems,CORE2020,B,No,0803,1702,,0942-4962,1432-1882,,
382,Multimedia Tools and Applications,CORE2020,B,No,0803,0806,0801,1380-7501,1573-7721,,
149,Natural Language Engineering,CORE2020,A,No,0801,2004,1702,1351-3249,1469-8110,,
852,Netnomics,CORE2020,C,No,0805,1499,0806,1385-9587,1573-7071,,
307,Networks,CORE2020,B,No,0802,0102,0103,0028-3045,1097-0037,,
150,Neural Computation,CORE2020,B,Yes,0801,1702,0606,0899-7667,1530-888X,,
208,Neural Computing and Applications,CORE2020,B,No,0801,1702,,0941-0643,1433-3058,,
272,Neural Network World,CORE2020,C,No,0801,,,1210-0552,,,
151,Neural Networks,CORE2020,A,No,0801,1702,0906,0893-6080,1879-2782,,
209,Neural Processing Letters,CORE2020,B,No,0801,1702,,1370-4621,1573-773X,,
210,Neurocomputing,CORE2020,B,No,0801,1702,0903,0925-2312,1872-8286,,
211,New Generation Computing: computing paradigms and computational intelligence,CORE2020,B,No,0801,0803,1702,0288-3635,1882-7055,,
273,New Mathematics and Natural Computation,CORE2020,C,No,0801,0104,1702,1793-0057,1793-7027,,
766,New Review of Hypermedia and Multimedia,CORE2020,C,No,0807,,,1361-4568,1740-7842,0955-8543,
296,Operations Research,CORE2020,A*,No,0802,1503,0102,0030-364X,1526-5463,,
111,Optimization Methods and Software,CORE2020,B,No,0802,0102,0103,1055-6788,1029-4937,,
617,OR Insight,CORE2020,C,No,0806,1503,,0953-5543,,,
858,ORiON,CORE2020,C,No,0806,1503,0102,0259-191X,,,
453,Parallel Computing,CORE2020,B,Yes,0805,1702,,0167-8191,1872-7336,,
471,Parallel Processing Letters,CORE2020,B,No,0805,,,0129-6264,1793-642X,,
274,Pattern Analysis and Applications,CORE2020,C,No,0801,0802,0102,1433-7541,1433-755X,,
788,Pattern Recognition,CORE2020,A*,No,0899,0906,,0031-3203,1873-5142,,
212,Pattern Recognition Letters,CORE2020,B,No,0801,1702,0906,0167-8655,1872-7344,,
859,Perception,CORE2020,B,Yes,0801,1702,1701,0301-0066,1468-4233,,
7,Performance Evaluation,CORE2020,B,Yes,08,01,10,0166-5316,1872-745X,,
551,Personal and Ubiquitous Computing,CORE2020,B,No,0806,1702,,1617-4909,1617-4917,0949-2054,
472,Pervasive and Mobile Computing,CORE2020,B,No,0805,1702,,1574-1192,1873-1589,,
213,Presence,CORE2020,B,No,0801,0899,,1054-7460,1531-3263,,
406,Programming and Computer Software,CORE2020,C,No,0803,,,0361-7688,1608-3261,,
46,Quantum Information Processing,CORE2020,B,No,08,01,02,1570-0755,1573-1332,,
334,RAIRO - Theoretical Informatics and Applications,CORE2020,C,No,0802,0103,,0988-3754,1290-385X,0399-0540,
618,RAIRO Operations Research,CORE2020,C,No,0806,0102,,0399-0559,1290-3868,,
78,Random Structures and Algorithms,CORE2020,A,No,0802,0104,0101,1042-9832,1098-2418,,
